source_row_number,review_priority,review_reason,suggested_action,stay_status_code,stay_status_name_ko,item_type,section_title,petition_type,subsection_type,subtype_or_program,applicant_context,eligibility,target_persons,common_documents,mandatory_documents,other_documents,requirements,procedure,restrictions,exceptions,fees,duration_or_validity,quota_or_limit,score_criteria,table_summary,table_rows,normalized_text
304,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-3,동반,stay_status_rule,F-3-1R 지역우수인재 동반가족 / 자격변경,체류자격 변경,요건,F-3-1R,지역우수인재(F-2-R) 자격 소지자의 배우자 및 미성년자녀(배우자가 없을 것),,,,,,"(공통사항) 실거주: 신청일 기준 주 체류자와 동일한 주소지에 실거주(주체류자와 동반신청 시 실거주 인정 특례를 인정받은 경우 동반가족도 동일하게 적용) 주체류자 요건: 주 체류자(F-2-R)와 동반신청 시 주 체류자가 모든 자격요건을 충족(이미 F-2-R 자격 소지 상태에서 동반가족 신청은 주 체류자 자격요건 별도 심사하지 않음, 단 가족 구성원 5인 이상은 소득요건 확인) 주거지: 기숙사가 아닌 가족이 생활할 수 있는 독립된 주거시설 확보 소득: 초청 인원에 따라 차등 적용(주거급여 선정기준): 5인 3,627,225원/월, 6인 4,106,857원/월, 7인 4,567,272원/월, 8인 5,027,687원/월(4인 이하는 주 체류자격자 본인의 소득요건 충족 시 초청 가능) (배우자) 주 체류자(F-2-R)와 유효한 혼인 성립 및 정상적 혼인 관계 유지, 품행단정 요건 충족, 자격변경 후 2년 이내 사회통합프로그램 2단계 이상 이수(미이수 시 체류기간 연장 최대 6개월로 제한) (미성년자녀) 주체류자의 미성년 자녀로서 배우자가 없을 것, 학령기인 경우 국내 초·중·고교(초·중등교육법 제2조 1~3호 학교, 공민학교·고등공민학교·방송통신중고·고등기술학교 제외, 외국인학교 및 대안학교, 외국교육기관, 과학영재학교 포함)에 입학 예정이거나 재학 중이어야 함(위반 시 주체류자격자 허가 취소)",,자격변경 제한 대상: 출국을 위한 체류기간 연장허가 또는 출국기한 유예를 받은 자 최근 5년 이내 지역특화형 지역우수인재 및 동반가족 체류자격으로 체류한 적이 있는 자 불법체류자,장기 질병치료 또는 중증 장애 등으로 부득이하게 학교 재학이 어려운 미성년자녀 학기 중 입국(전입)하여 초·중·고교에 입학할 예정이나 입학예정증명서 발급이 어려운 사람은 자격변경 허가하고 최초 체류기간 연장 시 관련서류 징구,,체류자격: F-3-1R(지역우수인재 동반가족 또는 지역인재가족) 체류기간: 주 체류자의 체류만료일과 동일하게 부여,,,,,
307,high,document_like_row_outside_required_documents; score_like_row_outside_score_table,공통/필수/기타서류 버킷 재분류; 점수표/배점 행인지 확인,E-7,특정활동,stay_status_rule,E-7-4R 지역특화 숙련기능인력 / 자격변경,체류자격 변경,요건,E-7-4R,,,,,,,"1. 추천서: 추천지역을 관할하는 광역지자체의 장의 추천서(발급일로부터 3개월 유효, 1회 신청에 한함) 2. 거주 및 취업: 3년 이상 추천지역에서 거주하면서 취업 활동을 하고자 할 것 - 거주지: 체류자격 변경 후 추천지역 내에서 계속 거주 - 취업 지역: 근무처가 추천지역(인구감소지역 또는 관심지역) 내 소재 - 기업 추천: 현재 1년 이상 근무 중인 기업에서 계속 근무할 것을 조건으로 신청 가능, 고용기업의 추천 필수(단, 인구감소지역의 경우 현재 근무 중인 기업뿐 아니라 인구감소지역이 아닌 지역에서 인구감소지역으로 근무처를 변경하여 신청 가능, 이 경우 변경 후 근무하려는 기업의 추천으로 갈음) - 급여: 근로계약서 상 급여가 연봉 2,600만원 이상(농·축산업, 어업·내항상선 종사자는 2,500만원), 최저임금 요건 충족 - 근로계약기간: 신청일 이후 2년 이상 유효한 근로계약(근무처를 변경하여 신청하는 경우 근로 시작일은 신청일 이후 3개월 이내, 단 현 근무처에서 계속 근무하는 조건은 제외) 3. 점수제 기준 충족: 총 300점 중 200점 이상, 기본항목 평균소득과 한국어능력 각각 50점 이상 - 평균소득(최근 2년 연간 평균소득) 2,500만원 이상(농·축산업, 어업·내항상선 종사자는 2,400만원 이상), 세무서 발행 전년도 소득금액증명을 기준(재입국 공백 등으로 최근 2년 소득 입증 불가 시 최근 5년 중 연간 소득금액이 높은 2개년으로 대체 가능) - 한국어능력: TOPIK 2급/3급/4급 이상 또는 사회통합프로그램 이수(2단계/3단계/4단계 이상) 또는 사전평가 성적(41~60점/61~80점/81점 이상) — 사후보완 가능",,,,,,,"점수제 총점 300점 중 200점 이상 충족 필요, 기본항목(평균소득·한국어능력) 각각 50점 이상 필수. 가점 항목으로 추천(고용기업/중앙부처/광역지자체), 현근무처 3년 이상 근속, 인구감소(관심)지역 및/또는 읍·면지역 3년 이상 근무, 자격증 또는 국내 학위, 국내 운전면허증 등 인정. 감점 항목으로 벌금형, 체납 사실, 출입국관리법 위반 행정처분 등 반영",,,
312,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-5,영주,stay_status_rule,F-5-6R 지역동포영주 / 체류허가 기준,체류자격 변경,요건,F-5-6R,지역특화동포(F-4-R)로 자격 변경 후 4년 이상(기존 거주자 요건으로 F-4-R 자격 변경한 사람은 2년) 계속 추천지역에 거주하며 자격을 유지한 사람(국내·외 전입자 중 순차 이주한 사람은 가족동반 요건 충족(전입신고일 기준) 후부터 기산),,,- 재외동포 영주(F-5-6) 공통서류(「외국국적동포 업무처리 지침」 참조),- 추천지역 거주 입증서류 - 기본소양능력 제출서류 또는 면제대상 입증서류(해당자),,품행 단정 요건: 대한민국 법령 준수 등 (「외국국적동포 업무처리 지침」에 따름) 생계유지능력 요건: 소득 기준을 1인당 국민총소득(GNI)의 70%로 완화 기본소양 요건(원칙): 사회통합프로그램 5단계 이상 이수하거나 그에 준하는 평가 성적 받아야 함 인정 기준(다음 어느 하나): ① 사회통합프로그램 5단계 이상 이수 → 사회통합프로그램 이수증(5단계 이상) ② 사회통합프로그램 영주용 종합평가 합격 → 한국이민영주적격시험 합격증(KIPRAT) ③ 사회통합프로그램 귀화용 종합평가 합격 → 한국이민귀화적격시험 합격증(KINAT),,,"기본소양 요건 면제 대상: 만 15세 미만인 사람 만 15세 이상으로 초·중등교육법 제2조 각 호의 학교 및 교육부 인가 외국인학교에 만 2년 이상 재학 중이거나 중학교 이상 교육과정 졸업자 만 15세 이상으로 중학교 이상 졸업학력 검정고시 합격자 ""중증질환""(본인일부부담금 산정특례에 관한 기준 [별표 3·4의2] 산정특례 등록자) 또는 ""중증장애""(장애인복지법 시행규칙 별지 9호 서식의 종합 장애 정도 ""중증장애"" 또는 ""장애 정도가 심한 장애"" 기재자) 기타 출입국·외국인관서의 장이 종합적 고려하여 면제 필요하다고 판단하여 법무부장관 승인을 받은 사람",,,,,,,
315,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-3,동반,stay_status_rule,F-3-2R 지역동포가족 / 체류자격외 활동허가,체류자격외 활동허가,요건,F-3-2R,지역특화동포(F-4-R)와 동거하는 배우자(F-3-2R),,,- 여권 및 사본 1부 - 외국인등록증 - 통합신청서 - 수수료,- 고용계약서 - 사업자등록증 사본(법인은 법인등기사항전부증명서 추가) - 고용주 신분증,실제 근무지와 사업자등록증 상 근무지(주소 포함)가 상이한 경우 실제 근무지와의 관계 입증서류 그 밖에 관할 출입국·외국인관서의 장이 심사에 필요하다고 인정하는 서류,허가 대상 취업활동: 범위: 취업제한 분야를 제외한 모든 활동 허용 가능 지역: 추천지역으로 제한,,"지역특화동포(F-4-R)는 체류자격외활동허가 불필요 허가조건 위반 시 체류자격 취소, 기간연장 억제, 사범 처리 등 엄중 조치",,,,,,,,
316,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,stay_status_rule,F-2 거주 / 준법시민교육,체류자격 변경,절차,,거주(F-2) 자격 변경 및 연장 허가 예정자 중 국내법 위반 사실이 확인된 자,,"'22.7월부터 거주(F-2)자격 취득 및 연장 예정자를 대상으로 법질서 교육 등 준법시민교육 실시 법 위반 기간: 자격변경 신청 시 신청일로부터 10년 이내, 체류기간 연장 시 신청일로부터 5년 이내 사건종결일(불기소처분일, 벌금 등 납부일)부터 10년 경과(자격변경 신청자) 및 5년 경과(체류기간 연장 신청자) 시 제외",,,,,"이민통합지원센터에서 교육이수자에 대한 이수확인서 발급, ICRM 참고사항에 '준법시민교육 교육이수 완료' 기재 체류담당자는 반드시 '교육이수 완료' 확인 후 자격변경 및 연장 허가 교육신청(사회통합정보망 개선 전): 방문신청: 체류담당자가 준법시민교육(3시간) 안내 및 신청 접수 후 접수증 교부(교육신청서를 취합하여 이민통합지원센터에 전달) e-mail신청: 신청인이 관할 출입국관서의 이민통합지원센터의 e-mail로 교육 신청서 접수 교육신청(사회통합정보망 개선 후): 사회통합정보망(www.socinet.go.kr)에서 온라인 신청 지침 시행 후 준법시민교육대상자가 최초 연장 신청 시 다음 연장 시까지 준법시민교육 이수하도록 안내, 그 이후(2회부터) 법 위반사항 적발 시 준법시민교육 이수해야 연장 가능",,"교육 제외 대상(거주(F-2) 자격변경 및 연장 허가 가능): 1) 과거 ""준법시민교육""을 이수한 자로서 추가 법위반 사실이 없는 자 2) 법위반 횟수가 1회 이하이며 불기소처분 또는 100만 원 이하의 벌금·범칙금·과태료를 부과받은 자(처분·부과 면제 포함)",,,,,,,
317,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,stay_status_rule,F-2-R 지역특화형 우수인재 / 허가조건 안내,체류자격 변경,기간,F-2-R,지역특화형 우수인재(F-2-R) 자격 소지자,,,,,,"공통: 자격요건(거주지 요건, 취·창업 요건, 소득요건 등)을 계속 유지할 것","근무처 또는 취업과 창업간 변경 시 광역지자체장이 발급한 추천서를 첨부하여 관할 출입국관서에서 ""허가조건 변경"" 심사를 받아야 함","허가조건 위반 시(거주·취·창업 요건 위반, 허가조건 변경 절차 위반, 소득요건 미충족 등) 출입국관리법 제89조제1항 및 제68조제1항에 따라 체류자격이 취소되고 출국조치 동일 위반이 반복되거나 장기간 시정되지 않는 경우 출입국관리법 제89조에 의해 체류기간 연장 제한, 체류허가 취소 등의 불이익 가능",,,5년 이상 추천지역 등 지정된 지역에 계속 거주 및 취·창업할 것 2년 경과 시 동일 광역자치단체 내 다른 인구감소지역으로의 이전 가능,,,,,
323,high,document_like_row_outside_required_documents; score_like_row_outside_score_table,공통/필수/기타서류 버킷 재분류; 점수표/배점 행인지 확인,D-10,구직,stay_status_rule,D-10-1 국내 성장 기반 외국인 청소년 / 자격변경,체류자격 변경,요건,D-10-1,국내 성장 기반 외국인 청소년으로서 취업하기 위하여 연수나 구직활동 등을 하려는 사람,"공통요건(① ~ ④를 모두 충족하는 사람): ① 신청일 기준 18세 이상 24세 이하의 합법체류자 ② 18세가 되기 전 국내에서 7년 이상 체류(체류기간 중 91일 이상 출국한 기간은 산정 제외) ③ 10세~18세 기간 중 3년 이상 연속하여 해외 체류한 이력이 없을 것 ④ 「초·중등교육법」에 따른 국내 초·중·고교를 모두 졸업하였거나 이와 동등한 학력 보유(고3 2학기 재학 중 취업·연수 위해 변경 신청 시 학교장 발행 졸업예정증명서 등 제출 시 졸업으로 인정) 예외적 대상자(④ 미충족): 사회통합프로그램 이수 필요 - 초등학교 미졸업+중·고졸은 5단계 기본과정, 초등학교 졸업+중학교 또는 고등학교 미졸업은 5단계 심화과정",,,,,"특례: 점수제 및 체재비 입증 면제 구직 자격 재변경: 본 기준 적용으로 국내성장인력(E-7-Y) 자격으로 변경한 사람이 다시 구직(D-10) 자격으로 변경하는 경우에도 특례(점수제·체재비 입증 면제) 적용 연수기간 특례: 구직자격 기간 동안 허용하되 동일 기업 인턴활동은 최대 1년으로 제한 연수수당: 시급 기준 최저임금 이상 수준에서 근로계약서에 따라 적정 지급 연수분야: 제한업종(선량한 풍속·사회질서 반하는 업종, 국가안보 등 사유로 외국인 취업 제한 분야) 제외 근무시간: 1일 8시간, 주당 40시간 이내(현행 노동 관계법령 준용)",연수개시 신고: 사유 발생일로부터 15일 이내 체류지 관할 출입국·외국인관서의 장에게 신고 연수기관 변경(명칭 변경 포함): 15일 이내 신고,법령 준수·품행단정 요건: 영주(F-5) 자격 중 '국민의 미성년 자녀(F-5-3)' 적용 품행단정 요건 준용 제한 대상: 「재외동포의 출입국과 법적 지위에 관한 법률」 제5조제2항 해당자 중도 해외 장기 체류자(18세 기준 역산 7년 이내 1회 출국 6개월 이상 또는 출국기간 총합 2년 이상 3년 미만): 사유서 및 소명자료 제출 필수,,,,,,,,
327,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,F-2,거주,stay_status_rule,F-2-R 지역특화 우수인재 / 국내 성장 기반 외국인 청소년 트랙,체류자격 변경,요건,F-2-R,국내 성장 기반 외국인 청소년으로서 구직(D-10) 또는 국내성장인력(E-7-Y) 자격으로 인구감소(관심)지역에 4년 이상 거주한 사람,,,,,,"공통요건 충족(18~24세, 18세 전 국내 7년 이상 체류, 10~18세 3년 연속 해외체류 이력 없음, 국내 초·중·고 졸업 또는 사회통합프로그램 이수) 구직(D-10) 또는 국내성장인력(E-7-Y) 자격으로 인구감소(관심)지역에 4년 이상 거주 특례: 지역특화 우수인재(F-2-R) 체류자격 변경허가 요건 중 거주지 요건만 적용(점수제, 소득요건 등 일반 F-2-R 요건은 면제) 체류기간 연장 요건: 인구감소(관심)지역에 실거주(자격변경 후 2년 경과 시 동일 광역자치단체 내 다른 인구감소(관심)지역 이전 가능), 특례로 거주지 요건만 적용",,,,,,,,,,
329,high,document_like_row_outside_required_documents; score_like_row_outside_score_table,공통/필수/기타서류 버킷 재분류; 점수표/배점 행인지 확인,D-10,구직,stay_status_rule,D-10-T 최우수인재 구직 / 탑티어 비자,사증발급,대상,D-10-T,탑티어(Top-Tier) 자격 기준 중 학력 요건은 갖추었으나 취업 미확정인 사람,세계대학 순위 100위 이내 대학의 석사 이상 학위를 취득하고 국내 취업을 위해 연수나 구직활동을 하려는 사람 부처 추천 불요 재외공관 사증신청 가능 (전자사증 불가),,,,,"한국어 능력 심사기준: 사회통합프로그램 1단계 이수확인서(사전평가 21점 이상) 또는 한국어능력시험(TOPIK) 1급 취득 성적증명서 (최초 신청 시 사회통합프로그램 이수 확약서로 갈음 가능) 해외 범죄경력 심사기준: 공적 확인(아포스티유 첨부 또는 대한민국 재외공관 영사확인) 받은 자국정부 발급 범죄경력증명서(접수일 기준 6개월 이내 발급) 자국 재외공관장 발급 범죄경력증명서는 원칙적으로 불허(본국 정부 확인 명백 입증 시 예외 허용) 연수 개시 신고: 사유 발생일로부터 15일 이내 관할 출입국관서에 신고 연수분야: 교수(E-1) ~ 전문인력(E-7-1)에 해당하는 직종 (고용추천서 필요 직종은 고용추천서 제출 면제) 연수기관: 반도체, 디스플레이, 바이오 등 첨단분야 기업 근무시간: 1일 8시간, 주당 40시간 이내 연수기관 변경(명칭 변경 포함): 15일 이내 신고","전자사증 발급 절차: ① 신청(외국인 본인 또는 기업 담당자 대리, 전자비자포털 www.visa.go.kr) → ② 접수·심사(전담기관: 서울출입국·외국인청 우수인재·투자지원센터) → ③ 사증발급(심사결정 후 결과 통보) → ④ 입국(전자사증발급확인서 소지)",,"한국어 능력 심사 면제 대상: ① 과거 대한민국 국적 보유했던 사람 ② 만 60세 이상인 사람 ③ 한국에서 초·중등교육법 규정 초등학교(검정고시 합격자, 대안학교 학력인정자 포함) 이상 졸업 및 고등교육법 규정 학교 졸업자",,,,,,,
333,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-2,거주,stay_status_rule,F-2-T 최우수인재 거주 / 탑티어 비자,사증발급,대상,F-2-T,국내기업과 고용계약을 맺은 첨단분야 인재로 소득요건 1인당 GNI 3배 이상자,국내기업과 고용계약을 맺고 연간 근로소득이 1인당 GNI 3배 이상인 자 법무부장관이 정한 요건(학력·경력·한국어 능력)을 모두 갖춘 사람 부처 추천 필수 전자사증 신청 가능(자격변경 시 방문예약 후 관할 출입국관서에 신청),,- 신청서 - 표준규격 사진 - 여권 사본 - 체류지 입증서류 - 수수료,"- 학위증 또는 졸업증명서 - 경력증명서 - 고용계약서(자격변경 시 소득금액증명원) - 사업자등록증 및 법인등기부등본 - 해외 범죄경력증명서 - 한국어 능력 입증서류 또는 사회통합프로그램 이수 확약서 - 관계 중앙행정기관 추천서(KOTRA K-Tech Pass 발급자는 KOTRA에서 전담기관으로 추천서 직접 송부, 제출 불요)",,"소득 요건이 1인당 GNI 4배 이상인 사람은 학력 또는 경력을 완화하여 적용 가능 체류기간 연장 시: 공통서류, 재직증명서(이직 시 첨단분야 해당 여부 확인), 사업자등록증 및 법인등기부등본, 소득금액증명원, 해외 범죄경력증명서(6개월 이상 출국 시), 사회통합프로그램 1단계 이수확인서 또는 TOPIK 1급 이상 성적증명서",,,"최우수인재 거주(F-2) 자격변경 특례: 주재(D-7) ~ 특정활동(E-7) 또는 거주(F-2) 자격으로 1년 이상 첨단분야 취업한 사람 중 소득요건 제외 최우수인재 자격 기준을 모두 충족한 사람으로서, 1인당 GNI 2배 이상 소득을 유지하고 관계 중앙행정기관 추천을 받은 자(고용계약서 명시 근무 개시일자 기준 산정)",,,,,,,
334,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-5,영주,stay_status_rule,F-5-T 최우수인재 영주 / 탑티어 비자,체류자격 변경,요건,F-5-T,최우수인재 거주(F-2) 자격으로 3년 이상 체류한 첨단분야 인재,최우수인재 거주(F-2) 자격으로 3년 이상 체류 연간 근로소득 1인당 GNI 3배 이상 사회통합프로그램 3단계 이상 이수 법무부장관이 정한 요건을 모두 갖춘 사람,,- 신청서 - 표준규격 사진 - 여권 사본 - 체류지 입증서류 - 수수료,"- 고용계약서, 재직증명서, 소득금액증명원 - 납부내역증명, 납세증명서, 지방세 납세증명서(세금체납여부 확인) - 사업자등록증 및 법인등기부등본 - 한국어 능력 입증서류(사회통합프로그램 3단계 이상 또는 TOPIK 3단계 이상)",개별 심사 과정에서 추가서류 제출 요구 가능,,관할 출입국관서 신청,,,,,,,,,
335,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,F-3,동반,stay_status_rule,F-3 동반 / 최우수인재(Top-Tier) 동반가족 및 부모·가사보조인,사증발급,대상,Top-Tier,"최우수인재(Top-Tier) 체류자격자의 동반가족, 부모, 가사보조인","(동반가족) 배우자 및 미성년 자녀 (체류자격) 구직(D-10)·특정활동(E-7) 자격은 동반(F-3) 부여, 거주(F-2) 및 영주(F-5) 자격은 최우수인재와 동일하게 각각 거주(F-2)/영주(F-5) 부여 원칙 (영주 자격자의 동반 가족은 체류기간이 2년 미만일 경우 거주(F-2) 부여 대상) (부모) 최우수인재 또는 배우자의 부모 (가사보조인) 최우수인재가 해외에서 1년 이상 고용한 가사보조인, 1명 초청 가능",,- 신청서 - 표준규격 사진 - 여권 사본 - 체류지 입증서류 - 수수료,"(동반가족) 주 자격자의 여권 사본 또는 외국인등록증, 본국 정부 발급 가족관계 입증서류(결혼증명서, 출생증명서 등), 해외 범죄경력증명서(배우자의 경우) (부모) 주 자격자의 여권 사본 또는 외국인등록증, 본국 정부 발급 가족관계 입증서류(결혼증명서 등), 주 자격자 소득요건 입증서류(고용계약서 또는 소득금액증명원) (가사보조인) 주 자격자의 여권 사본 또는 외국인등록증, 가사보조인 고용계약서(해외에서 1년 이상 고용사실 입증), 주 자격자 소득요건 입증서류",개별 심사 과정에서 추가서류 제출 요구 가능,,"출입국 우대카드 발급: 최우수인재 체류자격을 취득한 사람 대상, 코트라 해외인재유치센터에서 대리 신청(본인 1매 발급), 유효기간 발급일로부터 3년 이내(만료 후 재발급 가능) 혜택: 출입국 우대심사대 및 공항 보안검색 전용통로 이용을 통한 간이 출입국절차 적용, 우대카드 소지자와 동반하는 3명 이내의 사람도 우대심사대 및 전용통로 이용 가능",최우수인재 구직(D-10) 자격자는 부모·가사보조인 초청 불가,,,,,,,,
336,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,D-2,유학,stay_status_rule,D-2 유학 / 광역형 비자 시범사업,사증발급,대상,광역형,광역지자체가 추천하는 광역형 비자 시범사업 유학 대상자,"다음 요건을 모두 충족하는 사람: ① 정규 학위 취득 과정(전문학사, 학사, 석사, 박사)에 해당할 것(원격대학, 평생교육기관, 기능대학 중 직업훈련과정, 야간대학(대학원) 제외) ② 교육국제화역량 인증제 하위대학(컨설팅대, 비자제한대) 제외 ③ 광역형 비자 대상으로서 해당 광역 시·도지사의 추천을 받았을 것 ④ 해당 광역 시·도에서 지정한 대학 및 학과 유학생일 것","(서울특별시) 시 핵심산업분야 이공계(로봇, AI, 바이오, 핀테크 등) (전문)학·석·박사, 본교가 서울인 지역캠퍼스 유학생도 허용(쿼터 250명) (부산광역시) 반도체, 이차전자, 미래 자동차 부품 관련 학과 전문학사, 학사",,,,"[서울 시간제 취업 허용시간 확대 요건] 성적기준: 직전학기 평균 성적 C학점(2.0) 이상(최초 1학기 수강 중 미발급자 제외) 한국어 능력 기준(전문학사·학사 1~2년): TOPIK 3급 이상, KIIP 3단계 이상 이수 또는 사전평가 61점 이상, 세종학당 중급1 과정 이상 한국어 능력 기준(학사 3~4년·석박사): TOPIK 4급 이상, KIIP 4단계 이상 이수 또는 사전평가 81점 이상, 세종학당 중급2 과정 이상 영어트랙: TOEFL 530(CBT 197, iBT 71), IELTS 5.5, CEFR B2, TEPS 601점(NEW TEPS 327점) 이상 (영어 모국어/공용어 국가 유학생은 증빙 면제) 허용시간 원칙: 주중 30시간 이내(학위과정 통합적용) 주중 우대(5시간 추가): 인증대학 재학생, 직전학기 A학점 이상, TOPIK 5급 이상 또는 KIIP 5단계 이수/종합평가 합격 주말·공휴일·방학 우대: 한국어능력 기준 충족 D-2 유학생은 허용시간 제한 없이 시간제 취업 가능 한국어능력 미충족자 강화: 전문학사·학사 주중 10시간 이내, 석·박사 주중 15시간 이내 [서울 인턴활동 휴학 허용] 체류기간: 전문학사 3학기 이상·학사 3학년 이상 수료 후, 석·박사 제한 없음 한국어능력: 사회통합프로그램 4단계 이상(또는 TOPIK 4급 이상) 성적: 직전 학기 평균 B학점 이상 허용기간: 1회, 최대 1년 이내(전문학사는 1회 최대 6개월) 활동내용: 대학 외부기관 및 기업체에서의 전문분야(E-1~E-7) 인턴활동 허용 [부산 재정능력 특례] 다음 대상은 연간 800만원 이상: 부산광역시 자매·우호 협력 도시장의 추천 또는 신원보증을 받은 자, 부산지역 인증대학 추천 장학생(장관 고시 국가), 채용조건형 계약학과 입학생","광역형 비자 운영 절차: 법무부 광역형 비자 요건 마련 → 광역지자체 계획 제출(추진절차·안전관리·사회통합 방안 포함) → 법무부 검토 후 심의위원회 상정·시행 여부 결정 → 제도 시행(지자체 추천, 법무부 비자발급) → 법무부 성과 검토·심의위원회 지속 여부 결정","운영기간: '25. 6. 13. ~ '26. 12. 31. (약 2년간, 지자체 평가·불법체류자 다수 발생 등 사정 변경 시 운영기간 변동 가능)",,,,서울특별시 쿼터 250명,,,,
338,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,D-2,유학,stay_status_rule,D-2 유학 / 광역형 비자 학기 중 인턴활동 특례,체류자격외 활동허가,요건,광역형 비자,광역형 비자 유학생(D-2) 중 학기 중 인턴활동을 하려는 자,"전문학사 3학기 이상, 학사 3학년 이상 수료 후 (석·박사 제한 없음) 한국어 능력: 사통프로그램 4단계 이상 또는 TOPIK 4급 이상 영어트랙과정: TOEFL 530(CBT 197, iBT 71), IELTS 5.5, CEFR B2, TEPS 601점(NEW TEPS 327점) 이상이면 한국어능력 기준 충족으로 봄 영어를 모국어 또는 공용어로 하는 국가 유학생은 증빙서류 제출 면제 성적 기준: 신청일 기준 직전 학기 평균 성적 B학점 이상",,,,,"체류기간 기준, 한국어 능력 기준, 성적 기준 모두 충족 허용 기간: 1회, 최대 1년 이내(전문학사는 1회 최대 6개월 이내) 활동 내용: 대학 외부기관 및 기업체에서의 전문분야(E-1~E-7) 인턴 활동",,"논문준비 등으로 체류기간 연장허가 특례를 받은 사람, 연구유학(D-2-5)는 제외",,,"1회, 최대 1년 이내(전문학사 1회 최대 6개월 이내)",,,,,
339,high,document_like_row_outside_required_documents; score_like_row_outside_score_table,공통/필수/기타서류 버킷 재분류; 점수표/배점 행인지 확인,D-2,유학,stay_status_rule,D-2 유학 / 광역형 비자(광주) 재정능력 특례,체류자격 변경,요건,광역형 비자,"광주광역시 광역형 비자 대상 학과(서영대 AI 미래자동차과, 동강대 AI미래자동차과·AI미래모빌리티과, 조선이공대 글로벌융합학부 등) 유학생",광주 광역형 비자 대상 학과 유학생 대상 대학 및 학과 목록은 하이코리아에 공지,,,,,"적용 시기: 표준입학허가서 발급, 사증발급인정서 발급, 체류자격변경, 체류기간 연장 재정능력 범위: 등록금과 체재비 일체 재정능력 기준: 연간 800만 원 이상 (장학금 지급 및 기숙사 제공 조건)",,,"우수인증대·인증대 사증발급(사증발급인정서) 및 체류자격 변경: 제출 면제 (장관 고시 국가 및 중점 관리 국가 국민 제외) 체류기간 연장 C학점 이상·출석율 70% 이상 우수인증대·인증대: 제출 면제 정부초청장학생, 재외동포, 국내장기체류자: 제출 면제 (장학증서 등 입증서류 제출)",,,240명,,광주 광역형 비자 재정능력 입증서류 제출 기준(대학 등급·신청유형별),원칙: 연간 800만원 이상 (장학금·기숙사 조건) 체류기간 연장 과정 수료자 등(논문작성 등): (연도별 1인 가구 주거급여 기준액×체류개월 수) × 1/2,
340,high,document_like_row_outside_required_documents; score_like_row_outside_score_table,공통/필수/기타서류 버킷 재분류; 점수표/배점 행인지 확인,D-2,유학,stay_status_rule,D-2 유학 / 광역형 비자(강원) 재정능력 특례,체류자격 변경,요건,광역형 비자,"강원특별자치도 광역형 비자 대상(미래산업 - 반도체, 바이오헬스, 미래모빌리티, 미래에너지, 푸드테크, ICT 등) 유관 학과 유학생",강원 광역형 비자 대상 학과 유학생,,,,,사증발급인정서 발급 또는 체류자격변경: 연간 800만 원 이상 체류기간 연장: 국내 주거래 은행계좌 월평균 62만원 이상 잔고 유지 체류기간 연장 입증방법: 은행에서 발행한 최근 1년 간의 통장 거래내역 제출 신고된 계좌는 특별한 사정이 없는 한 변경 불가 시간제 취업허가에 따른 급여·소득도 체재비로 인정,,,우수인증대·인증대 사증발급 및 체류자격 변경: 제출 면제 (장관 고시 국가 및 중점 관리 국가 국민 제외) 체류기간 연장 C학점 이상·출석율 70% 이상 우수인증대·인증대: 제출 면제,,,,,강원 광역형 비자 재정능력 입증서류 제출 기준,,
